OBJECTID,Parcel Number,APN  JF,Address,City,Zip Code,Legal Line,Case No 1,Case No 2,Case No 3,Case No 4,Amount 1,Amount 2,Amount 3,Amount 4,Sale Location
5,28-930-26-28-00-0-00-000,JA28930262800000000,3412 COLLEGE,KANSAS CITY,64128,"EAST LINWOOD SUB, LOT 28 BLK 14",K2015-01790,,,,320.97,,,,Kansas City
28,28-930-31-63-00-0-00-000,JA28930316300000000,3447 MONTGALL AVE,KANSAS CITY,64128,"TILLHOF HOME, S 33 FT OF LOT 15 & S 33 FT OF LOT 16 EVANS HOME ADD",K2015-01799,,,,1735.3,,,,Kansas City
34,28-930-27-23-00-0-00-000,JA28930272300000000,3422 BENTON BLVD,KANSAS CITY,64128,"EAST LINWOOD SUB, N 5' LOT 21 & S 29.7' LOT 22 BLK 15",K2015-01792,,,,1592.37,,,,Kansas City
37,28-930-25-39-00-0-00-000,JA28930253900000000,3406 INDIANA AVE,KANSAS CITY,64128,"BROUGHAM PARK, N 26.51' OF E 100' OF LOT 7   7 S 7' OF E 100' OF LOT 78",K2015-01788,,,,1481.69,,,,Kansas City
40,28-930-31-46-00-0-00-000,JA28930314600000000,3410 CHESTNUT AVE,KANSAS CITY,64128,"EVANS HOME ADD, S 5' OF LOT 3 N 30' OF LOT 4",K2014-01826,,,,2007.99,,,,Kansas City
32,28-940-12-22-00-0-00-000,JA28940122200000000,3320 JACKSON AVE,KANSAS CITY,64128,"BODEN PARK, S 32 FT OF LOT 5 N 10 FT OF   LOT 6",K2014-01838,,,,1623.96,,,,Kansas City
69,28-940-08-20-00-0-00-000,JA28940082000000000,3216 MERSINGTON AVE,KANSAS CITY,64128,"GLADYS PLACE, N 21.53' LOT 1 BLK 2 & S 1/2 LINWOOD AVE LI N & ADJ",K2010-01792,K2013-01853,,,8258.92,8258.92,,,Kansas City
16,28-940-20-13-00-0-00-000,JA28940201300000000,3429 INDIANA AVE,KANSAS CITY,64128,"WILLIAM PARISH SUB, PART OF SW 1/4 SE 1/4 SEC-15 TWP-49 RNG-33 DAF: BEG 30', E & 251 1/3' N OF SW COR SE 1/4 TH N 29 1/3' TH E 129.49', TH S 29 1/3' TH W 129.49' TO POB",K2014-01854,,,,2099.96,,,,Kansas City
25,28-940-23-19-00-0-00-000,JA28940231900000000,3712 E 35TH ST,KANSAS CITY,64128,"BODEN PLACE, LOT 10",K2015-01834,,,,1861.66,,,,Kansas City
26,28-940-23-14-00-0-00-000,JA28940231400000000,3700 E 35TH ST,KANSAS CITY,64128,"BODEN PLACE, LOT 5",K2014-01859,,,,1055.15,,,,Kansas City
27,28-940-20-09-00-0-00-000,JA28940200900000000,3419 INDIANA AVE,KANSAS CITY,64128,"PARISH WILLIAM SUB, BEG 360' N OF NE COR 35TH ST & INDIANA AVE TH N 40' TH E, 130' TH S 40' TH W 130' TO POB",K2015-01831,,,,1627.91,,,,Kansas City
41,28-940-21-05-00-0-00-000,JA28940210500000000,3505 E 34TH ST,KANSAS CITY,64128,"LLOYD HEIGHTS, LOT 10",K2015-01832,,,,2161.92,,,,Kansas City
1020,28-940-15-21-00-0-00-000,JA28940152100000000,3328 MERSINGTON AVE,KANSAS CITY,64128,"RUSSELL HEIGHTS, LOT 92",K2015-01811,,,,1693.2,,,,Kansas City
1021,28-940-17-25-00-0-00-000,JA28940172500000000,3338 MONROE AVE,KANSAS CITY,64128,"PARISH WILLIAM SUB, BEG 70' N OF NW COR 34TH ST & MONROE AVE TH N 35' TH W 140', TH S 35' TH E 140' TO POB",K2015-01818,,,,999.58,,,,Kansas City
23,28-940-27-16-00-0-00-000,JA28940271600000000,4116 E 35TH ST,KANSAS CITY,64128,"ARNOLDS SECOND ADD, W 57.25' OF LOT 47",K2015-01839,,,,336.42,,,,Kansas City
29,28-940-25-12-00-0-00-000,JA28940251200000000,3423 MERSINGTON AVE,KANSAS CITY,64128,"RUSSELL HEIGHTS, LOT 41",K2015-01837,,,,2043.4,,,,Kansas City
372,29-120-06-01-00-0-00-000,JA29120060100000000,1223 INDEPENDENCE AVE,KANSAS CITY,64106,"RANSON & TALLEYS ADD, E 50' OF LOTS 1, 2 & 3 BLK G & BEG AT THE NE COR OF LOT 1, BLK G TH E 30' TH S 120' TH W 30' TH N 120' TO POB",K2014-01870,,,,3012.04,,,,Kansas City
375,29-120-05-02-00-0-00-000,JA29120050200000000,1309 INDEPENDENCE AVE,KANSAS CITY,64106,PRIMROSE HILL LOT 6,K2015-01841,,,,2023.28,,,,Kansas City
362,29-120-15-07-00-0-00-000,JA29120150700000000,1716 E 8TH ST,KANSAS CITY,64106,"RANSON PLACE, PT OF LOT 14 DAF: BEG AT PT IN N LI 8TH ST 125' W OF W LI, WOODLAND AVE TH E 117.93' TH N 45 DEG E TO W LI WOODLAND AVE, TH N 47.93' TH W 125' TH S 55' TO POB ALSO UNDIVIDED 1/2, INT OF 10' ADJ SD TR ON W",K2015-01844,,,,11939.59,,,,Kansas City
279,29-330-20-03-00-0-00-000,JA29330200300000000,1648 HOLLY ST,KANSAS CITY,64108,"SECTION 06 TWNSHP 49 RANGE, 33 BEG AT SE COR OF SW 1/4    OF SEC 6-49-33 TH N 25 FT,, TH W 120.25 FT, TH S 25 FT,   THE 120.25 FT TO BEG SEC, 6-49-33",K2015-01852,,,,202.99,,,,Kansas City
269,29-420-18-27-00-0-00-000,JA29420182700000000,1850 MERCIER ST,KANSAS CITY,64108,WHIPPLE'S 2ND ADD RES OF---LOT 52 BLK 2,K2015-01865,,,,414.56,,,,Kansas City
966,29-430-01-06-00-0-00-000,JA29430010600000000,2315 MERCIER ST,KANSAS CITY,64108,FAIRMOUNT PARK---LOT 43 BLK 4,K2015-01867,,,,2418.16,,,,Kansas City
109,29-440-07-08-00-0-00-000,JA29440070800000000,2319 JARBOE ST,KANSAS CITY,64108,FAIRMOUNT PARK---LOT 41 BLK 2,K2014-01894,,,,2250.58,,,,Kansas City
222,29-440-06-15-00-0-00-000,JA29440061500000000,2337 BELLEVIEW AVE,KANSAS CITY,64108,FAIRMOUNT PARK---LOT 16 BLK 1 & N 8.33' LOT 17 BLK 1,K2015-01874,,,,338.55,,,,Kansas City
965,29-440-07-06-00-0-00-000,JA29440070600000000,2315 JARBOE ST,KANSAS CITY,64108,FAIRMOUNT PARK---LOT 43 BLK 2,K2014-01893,,,,1727.92,,,,Kansas City
973,29-610-22-10-00-0-00-000,JA29610221000000000,2017 WABASH AVE,KANSAS CITY,64127,ANSLEY'S RES OF BL 3 OF BROOKLYN HEIGHTS---S 17' LOT 44 & N 10' LOT 45 BLK 3,K2015-01883,,,,204.65,,,,Kansas City
981,29-610-23-28-00-0-00-000,JA29610232800000000,2008 WABASH AVE,KANSAS CITY,64127,ANSLEY'S RES OF BL 3 OF BROOKLYN HEIGHTS---N 10' OF LOT 28 BLK 3 & S 20' OF LOT 29 BLK 3,K2015-01886,,,,1112.7,,,,Kansas City
236,29-610-30-09-00-0-00-000,JA29610300900000000,2123 BROOKLYN AVE,KANSAS CITY,64127,"BROOKLYN HEIGHTS, E 132 ' OF LOT 4 BLK 6",K2015-01888,,,,5192.01,,,,Kansas City
238,29-610-30-18-00-0-00-000,JA29610301800000000,2112 PARK AVE,KANSAS CITY,64127,"BROOKLYN HEIGHTS, S 41' OF LOT 8 BLK 6",K2015-01891,,,,284.09,,,,Kansas City
241,29-610-30-10-00-0-00-000,JA29610301000000000,2125 BROOKLYN AVE,KANSAS CITY,64127,"BROOKLYN HEIGHTS, N 45 ' OF LOT 5 BLK 6",K2015-01889,,,,757.15,,,,Kansas City
246,29-610-32-21-00-0-00-000,JA29610322100000000,2104 WABASH AVE,KANSAS CITY,64127,"BROOKLYN HEIGHTS RES BLKS 4 & 5, LOT 57 & S 8 1/3' OF LOT 58",K2015-01892,,,,2892.52,,,,Kansas City
971,29-610-30-12-00-0-00-000,JA29610301200000000,2206 E 22ND ST,KANSAS CITY,64127,"BROOKLYN HEIGHTS, S 3' OF E 45' LOT 5 BLK 6 & E 45' LOT 6 BLK 6",K2015-01890,,,,267.39,,,,Kansas City
972,29-610-31-11-00-0-00-000,JA29610311100000000,2120 OLIVE ST,KANSAS CITY,64127,"BROOKLYN HEIGHTS RES BLKS 4 & 5, ALL OF LOT 19 & 20 & S 11' OF LOT 21 (EX E 5' IN ST)",K2014-01902,,,,915.74,,,,Kansas City
976,29-610-30-07-00-0-00-000,JA29610300700000000,2111 BROOKLYN AVE,KANSAS CITY,64127,"BROOKLYN HEIGHTS, E 131 ' OF LOT 2 BLK 6",K2015-01887,,,,356.08,,,,Kansas City
156,29-630-29-39-00-0-00-000,JA29630293900000000,2633 VINE ST,KANSAS CITY,64108,SEC-09 TWP-49 RNG-33---PT OF TR DAF: BEG ON E LI OF VINE ST 182' N OF N LI OF 27TH ST TH E 121' TH S 53' TH W 121' TH N 53' TO POB,K2015-02036,,,,244.36,,,,Kansas City
161,29-630-27-36-00-0-00-000,JA29630273600000000,2518 WOODLAND AVE,KANSAS CITY,64108,WIRTHMAN PLACE---LOT 10 & N 8' LOT 11 BLK 1,K2015-02034,,,,205.87,,,,Kansas City
108,29-640-06-21-00-0-00-000,JA29640062100000000,1814 E 24TH ST,KANSAS CITY,64108,LINWOOD TERRACE---E 31.25' LOTS 17-20 BLK 3,K2015-02044,,,,203.82,,,,Kansas City
190,29-640-13-13-00-0-00-000,JA29640131300000000,2457 WABASH AVE,KANSAS CITY,64127,PROSPECT HEIGHTS---S 24.8' LOT 14 BLK 6,K2015-02048,,,,205.87,,,,Kansas City
211,29-640-09-06-00-0-00-000,JA29640090600000000,2423 BROOKLYN AVE,KANSAS CITY,64127,DALCOULIN---LOT 1 & PT LOT 2 BLK 3 & PT NE 1/4 SE 1/4 DAF: BEG ON E LI BROOKLYN AVE 108.4' N OF NE COR BROOKLYN AVE & HOWARD ST TH N 35' TH E 126.56' TH S 35' TH W 126.56' TO POB,K2014-01936,,,,1135,,,,Kansas City
221,29-640-08-10-00-0-00-000,JA29640081000000000,2031 E 24TH ST,KANSAS CITY,64127,MORTLAND PLACE---W 35' LOT 23,K2015-02045,,,,216.76,,,,Kansas City
300,29-640-10-14-01-0-00-000,JA29640101401000000,NO ADDRESS ASSIGNED BY CITY,KANSAS CITY,64127,GATES THIRD ADD---LOTS 35 & 36,K2015-02047,,,,195.87,,,,Kansas City
105,29-640-21-18-00-0-00-000,JA29640211800000000,2535 WOODLAND AVE,KANSAS CITY,64127,COWHERDS WOODLAND AVE ADD---S 20' LOT 18 & N 10' LOT 19,K2015-02075,,,,208.83,,,,Kansas City
160,29-640-21-16-00-0-00-000,JA29640211600000000,2531 WOODLAND AVE,KANSAS CITY,64127,COWHERD'S WOODLAND AVE ADD---LOT 16,K2015-02073,,,,205.87,,,,Kansas City
166,29-640-21-07-00-0-00-000,JA29640210700000000,2513 WOODLAND AVE,KANSAS CITY,64127,COWHERDS WOODLAND AVE ADD---LOT 7,K2015-02068,,,,217.23,,,,Kansas City
173,29-640-21-36-00-0-00-000,JA29640213600000000,2516 MICHIGAN AVE,KANSAS CITY,64127,COWHERDS WOODLAND AVE ADD---N 17' LOT 42 & S 16' LOT 43,K2015-02080,,,,217.23,,,,Kansas City
174,29-640-22-41-00-0-00-000,JA29640224100000000,2537 MICHIGAN AVE,KANSAS CITY,64127,COWHERDS WOODLAND AVE ADD---LOT 67,K2015-02094,,,,205.87,,,,Kansas City
175,29-640-22-40-00-0-00-000,JA29640224000000000,2510 MICHIGAN AVE,KANSAS CITY,64127,COWHERDS WOODLAND AVE ADD---S 5' LOT 66,K2015-02093,,,,195.87,,,,Kansas City
178,29-640-21-31-00-0-00-000,JA29640213100000000,2532 MICHIGAN AVE,KANSAS CITY,64127,COWHERDS WOODLAND AVE ADD---N 12' LOT 33 & S 20' LOT 34,K2015-02077,,,,216.76,,,,Kansas City
180,29-640-21-15-00-0-00-000,JA29640211500000000,2529 WOODLAND AVE,KANSAS CITY,64127,COWHERDS WOODLAND AVE ADD---LOT 15,K2015-02072,,,,205.87,,,,Kansas City
183,29-640-22-13-00-0-00-000,JA29640221300000000,2527 MICHIGAN AVE,KANSAS CITY,64127,COWHERDS WOODLAND AVE ADD---LOT 61,K2015-02086,,,,243.55,,,,Kansas City
185,29-640-21-32-00-0-00-000,JA29640213200000000,2528 MICHIGAN AVE,KANSAS CITY,64127,COWHERDS WOODLAND AVE ADD---N 5' LOT 34 & ALL LOT 35 & 36,K2015-02078,,,,271.55,,,,Kansas City
191,29-640-16-16-00-0-00-000,JA29640161600000000,2436 PARK AVE,KANSAS CITY,64127,GATES' THIRD ADD---LOT 11,K2015-02057,,,,331.75,,,,Kansas City
194,29-640-22-38-01-0-00-000,JA29640223801000000,2505 MICHIGAN AVE,KANSAS CITY,64127,COWHERD'S WOODLAND AVE ADD---LOT 51 & N 5' LOT 52,K2015-02090,,,,234.75,,,,Kansas City
195,29-640-24-02-00-0-00-000,JA29640240200000000,2501 BROOKLYN AVE,KANSAS CITY,64127,BELVIDERE PLACE---N 12.5' OF E 125' LOT 27 & E 125' LOT 28 BLK 2,K2015-02095,,,,681.51,,,,Kansas City
197,29-640-16-09-00-0-00-000,JA29640160900000000,2461 BROOKLYN AVE,KANSAS CITY,64127,DALCOULIN---W 80' LOT 7 & W 80' OF S 14.78' LOT 8 BLK 4 (EX PT IN ST),K2015-02055,,,,4204.32,,,,Kansas City
199,29-640-22-03-00-0-00-000,JA29640220300000000,2503 MICHIGAN AVE,KANSAS CITY,64127,COWHERDS WOODLAND AVE ADD---LOT 50,K2015-02083,,,,205.87,,,,Kansas City
202,29-640-15-08-00-0-00-000,JA29640150800000000,2441 PARK AVE,KANSAS CITY,64127,GATES' THIRD ADD---LOT 19,K2014-01939,,,,1517.58,,,,Kansas City
141,29-640-33-24-00-0-00-000,JA29640332400000000,2630 GARFIELD AVE,KANSAS CITY,64127,WHITE BROS ADD---S 20' LOT 11 & N 15' LOT 12 BLK 2,K2015-02112,,,,2617.99,,,,Kansas City
162,29-640-25-12-00-0-00-000,JA29640251200000000,2513 PARK AVE,KANSAS CITY,64127,"BELVIDERE PLACE---LOT 7 BLK 1 & PT LOT 32 HAZELCROFT DAF: BEG NE COR SD LOT 7 TH E ALG NLY PROLO SD LOT TO W LI OF ALLEY TH S 25' TH W TO SE COR LOT 7 TH NWLY ALG DIVIDING LI BETWEEN BELVIDERE PLACE &, HAZELCROFT TO POB BEING & VAC LOCKRIDGE RD",K2015-02102,,,,948.54,,,,Kansas City
165,29-640-26-04-00-0-00-000,JA29640260400000000,2507 OLIVE ST,KANSAS CITY,64127,HAZELCROFT---S 25' LOT 23,K2015-02107,,,,273.69,,,,Kansas City
176,29-640-25-15-00-0-00-000,JA29640251500000000,2519 PARK AVE,KANSAS CITY,64127,BELVIDERE PLACE---S 12.5' LOT 10 & ALL LOT 11 BLK 1,K2015-02105,,,,334.27,,,,Kansas City
182,29-640-25-13-00-0-00-000,JA29640251300000000,2515 PARK AVE,KANSAS CITY,64127,"BELVIDERE PLACE---LOT 8 BLK 1 & BEG AT NE COR LOT 8 BLK 1 TH E ON A PROLO OF N LI OF SD LOT 8 TO AN ALLEY IN HAZELCROFT TH S ALG SD ALLEY TO A PT IN TH PROLO OF S LI SD LOT 8 TH W ALG TH PROLO OF SD S, LI TO SE COR SD LOT 8 TH NWLY ALG DIV LI BETWEEN BELVIDERE PLACE & HAZELCROFT TO POB",K2015-02103,,,,233.95,,,,Kansas City
187,29-640-25-08-00-0-00-000,JA29640250800000000,2503 PARK AVE,KANSAS CITY,64127,BELVIDERE PLACE---PT LOTS 2 & 3 BLK 1 & PT LOTS 34 & 35 HAZELCROFT DAF: BEG 2' S OF NW COR LOT 2 TH S 26' THE 100' TH N 26' TH W 100' TO POB & PT VAC RD BETW SD TR,K2015-02098,,,,272.01,,,,Kansas City
193,29-640-25-06-00-0-00-000,JA29640250600000000,2309 E 25TH ST,KANSAS CITY,64127,HAZELCROFT---E 38' LOT 35 & E 38' OF N 3' LOT 34,K2015-02097,,,,203.82,,,,Kansas City
809,29-640-33-25-00-0-00-000,JA29640332500000000,2628 GARFIELD AVE,KANSAS CITY,64127,WHITE BROS ADD---S 5' LOT 10 & N 30' LOT 11 BLK 2,K2015-02113,,,,543.23,,,,Kansas City
130,29-710-04-11-00-0-00-000,JA29710041100000000,2729 BROOKLYN AVE,KANSAS CITY,64109,BROOKLYN SUMMIT---LOT 10,K2015-02115,,,,1646.26,,,,Kansas City
134,29-710-02-08-00-0-00-000,JA29710020800000000,2719 OLIVE ST,KANSAS CITY,64109,SMITH'S PROSPECT AVE ADD---N 35' LOT 32,K2014-01955,,,,432.9,,,,Kansas City
17,29-710-23-30-00-0-00-000,JA29710233000000000,3024 PARK AVE,KANSAS CITY,64109,ALTAMONT---LOT 71 & N 43.5' LOT 72,K2014-01977,,,,2200.64,,,,Kansas City
74,29-710-23-24-00-0-00-000,JA29710232400000000,3014 PARK AVE,KANSAS CITY,64109,ALTAMONT---S 33' LOT 69,K2015-02129,,,,2133.53,,,,Kansas City
1040,29-710-24-07-00-0-00-000,JA29710240700000000,3015 PARK AVE,KANSAS CITY,64109,ALTAMONT---S 25' LOT 62,K2015-02130,,,,912.35,,,,Kansas City
93,29-710-25-05-00-0-00-000,JA29710250500000000,2409 E 30TH ST,KANSAS CITY,64109,HOLLOWAY PLACE---E 40' LOT 24,K2014-01980,,,,813.14,,,,Kansas City
126,29-720-10-19-00-0-00-000,JA29720101900000000,2820 TRACY AVE,KANSAS CITY,64109,BEACON HILL ANNEX---N 40' OF S 43.85' LOT 13 BLK 19,K2014-01987,,,,2302.47,,,,Kansas City
127,29-720-05-21-00-0-00-000,JA29720052100000000,1400 E 28TH ST,KANSAS CITY,64109,OLD TROOST PARK---LOT 10 & PT LOTS 3 & 4 DAF: BEG AT A PT ON N LI OF SD LOT 4 13.4' E OF NW COR SD LOT TH N 4' TH E  9.1' TH S 35' TH W 9.1' TH N 31' TO POB,K2015-02136,,,,2479.39,,,,Kansas City
116,29-720-20-31-00-0-00-000,JA29720203100000000,2912 HIGHLAND AVE,KANSAS CITY,64109,SOMERSET PLACE---S 25' LOT 12 BLK 1,K2014-01991,,,,1388.96,,,,Kansas City
125,29-720-17-08-00-0-00-000,JA29720170800000000,2817 HIGHLAND AVE,KANSAS CITY,64109,BEECHER HEIGHTS---S 20' LOT 21 & N 10' LOT 22 BLK 2,K2015-02138,,,,2054.12,,,,Kansas City
73,29-720-30-11-00-0-00-000,JA29720301100000000,3023 WAYNE AVE,KANSAS CITY,64109,BUGBEE PLACE---S 32' OF N 40' LOT 9,K2015-02147,,,,6334.42,,,,Kansas City
75,29-720-29-21-00-0-00-000,JA29720292100000000,3022 WAYNE AVE,KANSAS CITY,64109,MOUNT HOPE---S 35' LOT 6 BLK 4,K2015-02145,,,,2074.96,,,,Kansas City
89,29-720-29-20-00-0-00-000,JA29720292000000000,3024 WAYNE AVE,KANSAS CITY,64109,MOUNT HOPE---N 33' LOT 7 BLK 4,K2015-02144,,,,2258.92,,,,Kansas City
1039,29-720-29-31-01-0-00-000,JA29720293101000000,3035 FLORA AVE,KANSAS CITY,64109,MOUNT HOPE---N 10' LOT 15 & S 25' LOT 16 BLK 4,K2015-02146,,,,313.81,,,,Kansas City
21,29-730-18-17-00-0-00-000,JA29730181700000000,3332 FLORA AVE,KANSAS CITY,64109,"LYDIA AVENUE PLACE, E 1/2 VAC ALLEY W OF & ADJ & LOT 15 BLK 1",K2015-02161,,,,908.53,,,,Kansas City
56,29-730-21-28-00-0-00-000,JA29730212800000000,3334 VIRGINIA AVE,KANSAS CITY,64109,"DIXIE ADD, LOT 9",K2015-02163,,,,465.17,,,,Kansas City
59,29-730-23-11-00-0-00-000,JA29730231100000000,3323 TROOST AVE,KANSAS CITY,64109,ARCADE PLACE- E 123.75' OF LOT 17,K2015-02165,,,,1920.86,,,,Kansas City
60,29-730-23-26-00-0-00-000,JA29730232600000000,3328 FOREST AVE,KANSAS CITY,64109,"ARCADE PLACE, N 30 ' OF LOT 39",K2015-02166,,,,1871.22,,,,Kansas City
61,29-730-23-37-00-0-00-000,JA29730233700000000,3325 TROOST AVE,KANSAS CITY,64109,"ARCADE PLACE, N 25' OF LOT 15 & ALL OF LOT 16 (EX PT IN TROOST)",K2013-02084,,,,246.72,,,,Kansas City
149,29-730-23-14-00-0-00-000,JA29730231400000000,3331 TROOST AVE,KANSAS CITY,64109,"ARCADE PLACE, N 12.5' LOT 14 & S 1/2 LOT 15 (EX PT IN TROOST AVE)",K2013-02081,,,,592.23,,,,Kansas City
909,29-730-15-50-00-0-00-000,JA29730155000000000,3426 WOODLAND AVE,KANSAS CITY,64109,"BOSTON HEIGHTS, N 33 1/3' OF E 1/2 OF LOT 10",K2014-02013,,,,1487.8,,,,Kansas City
910,29-730-15-53-00-0-00-000,JA29730155300000000,3406 WOODLAND AVE,KANSAS CITY,64109,"BOSTON HEIGHTS, S 50' OF E 1/2 LOT 8",K2014-02015,,,,1867.71,,,,Kansas City
1017,29-730-23-10-00-0-00-000,JA29730231000000000,3321 TROOST AVE,KANSAS CITY,64109,"ARCADE PLACE, ALL LOT 18",K2015-02164,,,,742.39,,,,Kansas City
6,29-730-25-09-00-0-00-000,JA29730250900000000,3413 FOREST AVE,KANSAS CITY,64109,"ARCADE PLACE, S 1/2 OF LOT 55",K2012-15219,K2015-02169,,,2940.07,2940.07,,,Kansas City
31,29-730-25-15-00-0-00-000,JA29730251500000000,3431 FOREST AVE,KANSAS CITY,64109,"ARCADE PLACE, S 1/2 OF W 85' OF LOT 51",K2015-02170,,,,1634.23,,,,Kansas City
65,29-740-12-26-00-0-00-000,JA29740122600000000,3218 BROOKLYN AVE,KANSAS CITY,64109,"KAUFFMAN PLACE, N 16' OF LOT 18 & S 24' OF LOT 19",K2015-02174,,,,222.59,,,,Kansas City
1026,29-740-12-23-00-0-00-000,JA29740122300000000,3226 BROOKLYN AVE,KANSAS CITY,64109,"KAUFFMAN PLACE, N 16' LOT 16 & S 17' OF       LOT 17",K2015-02173,,,,1973.43,,,,Kansas City
30,29-740-19-18-00-0-00-000,JA29740191800000000,3337 PARK AVE,KANSAS CITY,64109,"KAUFFMAN PLACE, N 30' OF W 134.28'OF LOT 109",K2014-02057,,,,1004.26,,,,Kansas City
45,29-740-17-05-00-0-00-000,JA29740170500000000,3311 WABASH AVE,KANSAS CITY,64109,"WINONA, N 14.5' LOT 27 & S 30.5' LOT 28",K2015-02179,,,,2381.63,,,,Kansas City
57,29-740-21-12-00-0-00-000,JA29740211200000000,3323 GARFIELD AVE,KANSAS CITY,64109,"KAUFFMAN PLACE, N 46' LOT 62",K2015-02185,,,,1963.92,,,,Kansas City
1023,29-740-17-04-00-0-00-000,JA29740170400000000,3307 WABASH AVE,KANSAS CITY,64109,"WINONA, N 19.5' LOT 28 & S 23.59' LOT 29",K2015-02178,,,,2079.35,,,,Kansas City
1027,29-740-17-03-00-0-00-000,JA29740170300000000,3305 WABASH AVE,KANSAS CITY,64109,"WINONA, N 26.41' LOT 29 & S 16.67' LOT 30",K2015-02177,,,,2557.86,,,,Kansas City
38,29-740-25-31-00-0-00-000,JA29740253100000000,3426 MICHIGAN AVE,KANSAS CITY,64109,"SOUTH WINDSOR, LOTS 8 & 9",K2014-02065,,,,1918.12,,,,Kansas City
42,29-740-27-37-00-0-00-000,JA29740273700000000,3404 GARFIELD AVE,KANSAS CITY,64109,"SOUTH WINDSOR, S 35' OF LOT 89",K2015-02191,,,,1464.07,,,,Kansas City
43,29-740-28-03-00-0-00-000,JA29740280300000000,2111 E 34TH ST,KANSAS CITY,64109,SOUTH WINDSOR  W 33.59' OF E 100.77' OF LOT 126 &  W 33.59' OF E 100.77' OF N 40' OF LOT 125,K2015-02192,,,,1629.21,,,,Kansas City
939,29-740-30-10-00-0-00-000,JA29740301000000000,3425 PARK AVE,KANSAS CITY,64109,"SOUTH WINDSOR, S 34 FT OF LOT 172",K2015-02195,,,,1363.33,,,,Kansas City
940,29-740-31-22-00-0-00-000,JA29740312200000000,3440 WABASH AVE,KANSAS CITY,64109,"COMMONWEALTH ADD, S 2' LOT 23 & E 1/2 VAC ALLEY W & ADJ & N 35' LOT 24",K2015-02199,,,,2961.88,,,,Kansas City
948,29-740-28-38-01-0-00-000,JA29740283801000000,3412 BROOKLYN AVE,KANSAS CITY,64109,SOUTH WINDSOR---N 15' OF LOT 123 & S 20' OF LOT 124,K2013-15306,K2015-02193,,,1535.95,1535.95,,,Kansas City
949,29-740-28-38-02-0-00-000,JA29740283802000000,NO ADDRESS ASSIGNED BY CITY,KANSAS CITY,64109,SOUTH WINDSOR---S 35' OF LOT 123,K2013-15307,K2015-02194,,,422.83,422.83,,,Kansas City
1018,29-740-31-05-00-0-00-000,JA29740310500000000,3407 OLIVE ST,KANSAS CITY,64109,"WINONA, N 20' OF LOT 46 & S 10' OF LOT47",K2015-02198,,,,285.79,,,,Kansas City
1019,29-740-31-04-00-0-00-000,JA29740310400000000,3405 OLIVE ST,KANSAS CITY,64109,"WINONA, N 30 FT OF S 40 FT OF LOT 4   7",K2015-02197,,,,1296.52,,,,Kansas City
88,29-810-35-01-00-0-00-000,JA29810350100000000,3000 CAMPBELL ST,KANSAS CITY,64109,CRESTON ADD---E 82' OF N 20' LOT 22 & E 82' LOTS 23 & 24 BLK 5,K2014-02084,,,,13699.99,,,,Kansas City
77,29-830-10-18-00-0-00-000,JA29830101800000000,19 E 32ND ST,KANSAS CITY,64111,"SOUTH VIEW, W 10 FT OF LOT 50 E 28 FT O   F LOT 51",K2015-02207,,,,2689.3,,,,Kansas City
67,29-840-13-20-00-0-00-000,JA29840132000000000,3259 GILLHAM RD,KANSAS CITY,64109,"TULLIS PARK, S 1/2 OF E 108' OF LOT 11     BLK 2",K2015-02208,,,,338.55,,,,Kansas City
71,29-840-12-32-02-0-00-000,JA29840123202000000,3218 GILLHAM RD,KANSAS CITY,64109,"SPRINGFIELD PLACE, LOT 36 BLK 1",K2014-02092,,,,3742.17,,,,Kansas City
66,29-840-21-23-00-0-00-000,JA29840212300000000,3316 CHARLOTTE ST,KANSAS CITY,64109,"SEC-17 TWP-49 RNG-33, TH PT OF SE 1/4 OF SE 1/4 DAF: BEG 245.57' S OF NW COR SD, SD 1/4 1/4 SEC E 171.8' TH S 31' TH W 171.8' TH N 31' TO POB, (EX PT USED FOR STREET & ALLEY)",K2014-02096,,,,4708.44,,,,Kansas City
68,29-840-21-25-00-0-00-000,JA29840212500000000,3312 CHARLOTTE ST,KANSAS CITY,64109,"HIGHGATE, S 2' OF LOT 70 & N 31.78' OF LOT 71 BLK 4",K2015-02210,,,,3221.86,,,,Kansas City
818,29-840-29-07-00-0-00-000,JA29840290700000000,3409 HOLMES ST,KANSAS CITY,64109,"SEC-17 TWP-49 RNG-33, BEG 8' N OF NW COR LOT 1 BLK 1 HUNTER PLACE TH N 47' TH E, 47' TH S 47' TH W 47' TO POB",K2015-02212,,,,2230.82,,,,Kansas City
144,29-910-04-07-00-0-00-000,JA29910040700000000,2711 HOLLY ST,KANSAS CITY,64108,CONOVER AND FOSTERS ADD---LOT 43 BLK 2,K2015-02213,,,,414.56,,,,Kansas City
103,29-910-13-18-00-0-00-000,JA29910131800000000,2938 JARBOE ST,KANSAS CITY,64108,CONOVER AND FOSTERS CONT---LOT 21 BLK 2,K2015-02218,,,,414.56,,,,Kansas City
1046,29-910-13-19-00-0-00-000,JA29910131900000000,2936 JARBOE ST,KANSAS CITY,64108,CONOVER AND FOSTERS CONT---LOT 20 BLK 2,K2015-02219,,,,414.56,,,,Kansas City
